product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
PumpBTC,Sumer.money,0.0007,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,sumer.money,Binance,btc_borrowed,
PumpBTC,ZeroLend Lending,0.0004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,zerolend-lending,Base,btc_total,
PumpBTC,ZeroLend Lending,0.0139,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,zerolend-lending,Ethereum,btc_total,
PumpBTC,ZeroLend Lending,0.0139,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
PumpBTC,Avalon Finance,0.0221,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,avalon-finance,Binance,btc_total,
PumpBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,avalon-finance,Ethereum,btc_total,
PumpBTC,Avalon Finance,0.0112,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,avalon-finance,ZetaChain,btc_total,
PumpBTC,Beraborrow,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,cdp,beraborrow,Berachain,btc_total,
PumpBTC,Dolomite,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,dolomite,Berachain,btc_total,
PumpBTC,LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,layerbank,Hemi,btc_total,
PumpBTC,LayerBank,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,layerbank,Morph,btc_total,
PumpBTC,LayerBank,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,layerbank,Morph,btc_borrowed,
PumpBTC,Sumer.money,0.0028,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,sumer.money,Binance,btc_total,
PumpBTC,Sumer.money,0.0007,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,sumer.money,Binance,btc_borrowed,
PumpBTC,ZeroLend Lending,0.0004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,zerolend-lending,Base,btc_total,
PumpBTC,ZeroLend Lending,0.0139,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,zerolend-lending,Ethereum,btc_total,
PumpBTC,ZeroLend Lending,0.0139,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
PumpBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,avalon-finance,Ethereum,btc_total,
PumpBTC,ZeroLend Lending,0.0139,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,zerolend-lending,Ethereum,btc_total,
PumpBTC,Avalon Finance,0.001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,avalon-finance,Ethereum,btc_total,
Solv Basis Trading,Avalon Finance,14.3864,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Arbitrum,btc_total,
Solv Basis Trading,Avalon Finance,2.9842,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
Solv Basis Trading,Avalon Finance,635.7971,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,70.1455,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Avalon Finance,219.0251,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Merlin,btc_total,
Solv Basis Trading,Avalon Finance,28.0775,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Merlin,btc_borrowed,
Solv Basis Trading,Avalon Finance,9.5078,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Arbitrum,btc_total,
Solv Basis Trading,Avalon Finance,1.6357,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
Solv Basis Trading,Avalon Finance,24.8735,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,17.8535,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Avalon Finance,162.6885,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Merlin,btc_total,
Solv Basis Trading,Avalon Finance,3.2206,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Merlin,btc_borrowed,
Solv Basis Trading,Avalon Finance,7.7085,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Arbitrum,btc_total,
Solv Basis Trading,Avalon Finance,1.2631,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
Solv Basis Trading,Avalon Finance,19.6264,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,12.4533,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Avalon Finance,156.854,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Merlin,btc_total,
Solv Basis Trading,Avalon Finance,2.3797,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Merlin,btc_borrowed,
Solv Basis Trading,Avalon Finance,2.7306,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Arbitrum,btc_total,
Solv Basis Trading,Avalon Finance,1.1164,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
Solv Basis Trading,Avalon Finance,24.61,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,20.1814,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Avalon Finance,154.8417,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Merlin,btc_total,
Solv Basis Trading,Avalon Finance,3.1366,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Merlin,btc_borrowed,
Solv Basis Trading,Avalon Finance,2.2973,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Arbitrum,btc_total,
Solv Basis Trading,Avalon Finance,1.0516,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
Solv Basis Trading,Avalon Finance,24.3285,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,15.3109,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Avalon Finance,94.3542,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Merlin,btc_total,
Solv Basis Trading,Avalon Finance,2.1046,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,avalon-finance,Merlin,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,17.8001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.2201,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,9.0683,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.1679,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,6.8957,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.055,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,6.4805,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.5329,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,6.4802,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.5329,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,6.5947,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.4297,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,6.5549,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,4.1809,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,4.065,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,4.065,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,4.0592,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-12,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.1051,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-01,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.1051,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-02,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0941,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-03,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0941,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-04,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0932,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-05,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0932,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-06,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0932,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0123,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,sumer.money,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0932,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,avalon-finance,Binance,btc_total,
Solv Basis Trading,Avalon Finance,0.0103,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,avalon-finance,Binance,btc_borrowed,
Solv Basis Trading,Sumer.money,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,sumer.money,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,19.8474,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,4.8323,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1042.1764,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,252.1286,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.0111,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,247.255,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,51.1148,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Kinza Finance,0.2008,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Sumer.money,0.0343,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.0004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.0004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,25.5606,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,5.3381,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,1.8893,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.4395,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,846.7189,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,493.0745,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.6811,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,0.2688,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,231.0785,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,32.6226,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Kinza Finance,18.2171,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Sumer.money,0.0343,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.2102,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.7377,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,22.2799,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,5.6314,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,780.9406,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,BOB,btc_total,
SolvBTC LSTs,Avalon Finance,26.5824,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,BOB,btc_borrowed,
SolvBTC LSTs,Avalon Finance,2.2122,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,0.5476,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,775.6039,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,607.5159,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,0.6834,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,0.2653,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,173.0758,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,33.7322,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,90.1908,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Kinza Finance,29.4604,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,River Omni-CDP,0.544,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,cdp,river-omni-cdp,BOB,btc_total,
SolvBTC LSTs,Sumer.money,0.0343,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,sumer.money,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.3796,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,zerolend-lending,Ethereum,btc_total,
SolvBTC LSTs,ZeroLend Lending,0.749,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,24.5498,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Arbitrum,btc_total,
SolvBTC LSTs,Avalon Finance,4.0053,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Arbitrum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,971.9774,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,BOB,btc_total,
SolvBTC LSTs,Avalon Finance,30.9961,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,BOB,btc_borrowed,
SolvBTC LSTs,Avalon Finance,3.9957,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Base,btc_total,
SolvBTC LSTs,Avalon Finance,1.2757,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Base,btc_borrowed,
SolvBTC LSTs,Avalon Finance,494.4785,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Binance,btc_total,
SolvBTC LSTs,Avalon Finance,857.9531,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Binance,btc_borrowed,
SolvBTC LSTs,Avalon Finance,70.0776,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Ethereum,btc_total,
SolvBTC LSTs,Avalon Finance,33.523,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Ethereum,btc_borrowed,
SolvBTC LSTs,Avalon Finance,166.5128,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Merlin,btc_total,
SolvBTC LSTs,Avalon Finance,33.6156,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Merlin,btc_borrowed,
SolvBTC LSTs,Avalon Finance,32.5291,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,avalon-finance,Taiko,btc_total,
SolvBTC LSTs,Kinza Finance,33.6799,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,kinza-finance,Binance,btc_total,
SolvBTC LSTs,Lista CDP,2.4291,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,cdp,lista-cdp,Binance,btc_total,
SolvBTC LSTs,River Omni-CDP,0.8445,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,cdp,river-omni-cdp,BOB,btc_total,
